StartTime,EndTime,quantity_B01,quantity_B11,quantity_B16,quantity_B18,quantity_B19,total_green_energy,Load
2022-04-13 23:00:00,2022-04-14 00:00:00,4,0,4,1166,1659,2833,41160
2022-04-14 00:00:00,2022-04-14 01:00:00,4,0,4,1015,1623,2646,40364
2022-04-14 01:00:00,2022-04-14 02:00:00,4,0,4,958,1460,2426,40060
2022-04-14 02:00:00,2022-04-14 03:00:00,4,0,4,523,1080,1611,40313
2022-04-14 03:00:00,2022-04-14 04:00:00,4,0,4,590,784,1382,42528
2022-04-14 04:00:00,2022-04-14 05:00:00,4,0,7,990,683,1684,47314
2022-04-14 05:00:00,2022-04-14 06:00:00,4,0,124,894,632,1654,50670
2022-04-14 06:00:00,2022-04-14 07:00:00,4,0,433,561,535,1533,48380
2022-04-14 07:00:00,2022-04-14 08:00:00,4,0,784,383,391,1562,44178
2022-04-14 08:00:00,2022-04-14 09:00:00,4,0,981,530,380,1895,39846
2022-04-14 09:00:00,2022-04-14 10:00:00,4,0,1033,628,580,2245,36675
2022-04-14 10:00:00,2022-04-14 11:00:00,4,0,918,353,717,1992,36575
2022-04-14 11:00:00,2022-04-14 12:00:00,4,0,923,287,915,2129,36861
2022-04-14 12:00:00,2022-04-14 13:00:00,4,0,891,487,1063,2445,37751
2022-04-14 13:00:00,2022-04-14 14:00:00,4,0,635,747,1254,2640,39313
2022-04-14 14:00:00,2022-04-14 15:00:00,4,0,720,664,1334,2722,41795
2022-04-14 15:00:00,2022-04-14 16:00:00,4,0,612,707,1267,2590,46667
2022-04-14 16:00:00,2022-04-14 17:00:00,4,0,345,763,1048,2160,49429
2022-04-14 17:00:00,2022-04-14 18:00:00,4,0,81,772,810,1667,52760
2022-04-14 18:00:00,2022-04-14 19:00:00,4,0,5,768,804,1581,54670
2022-04-14 19:00:00,2022-04-14 20:00:00,4,0,4,735,683,1426,52972
2022-04-14 20:00:00,2022-04-14 21:00:00,4,0,4,663,631,1302,50048
2022-04-14 21:00:00,2022-04-14 22:00:00,4,0,4,537,697,1242,47021
2022-04-14 22:00:00,2022-04-14 23:00:00,4,0,4,402,687,1097,43840
2022-04-14 23:00:00,2022-04-15 00:00:00,4,0,4,295,667,970,42035
2022-04-15 00:00:00,2022-04-15 01:00:00,4,0,4,430,593,1031,41649
2022-04-15 01:00:00,2022-04-15 02:00:00,4,0,4,408,608,1024,41351
2022-04-15 02:00:00,2022-04-15 03:00:00,4,0,4,342,627,977,41636
2022-04-15 03:00:00,2022-04-15 04:00:00,4,0,4,384,603,995,43301
2022-04-15 04:00:00,2022-04-15 05:00:00,4,0,6,478,644,1132,46968
2022-04-15 05:00:00,2022-04-15 06:00:00,4,0,30,373,721,1128,50465
2022-04-15 06:00:00,2022-04-15 07:00:00,4,0,86,369,732,1191,52239
2022-04-15 07:00:00,2022-04-15 08:00:00,4,0,188,435,811,1438,51343
2022-04-15 08:00:00,2022-04-15 09:00:00,4,0,399,398,667,1468,48916
2022-04-15 09:00:00,2022-04-15 10:00:00,4,0,506,467,515,1492,46667
2022-04-15 10:00:00,2022-04-15 11:00:00,4,0,509,543,419,1475,43690
2022-04-15 11:00:00,2022-04-15 12:00:00,4,0,470,359,411,1244,41828
2022-04-15 12:00:00,2022-04-15 13:00:00,4,0,399,391,497,1291,40680
2022-04-15 13:00:00,2022-04-15 14:00:00,4,0,368,479,709,1560,41082
2022-04-15 14:00:00,2022-04-15 15:00:00,4,0,286,524,753,1567,43484
2022-04-15 15:00:00,2022-04-15 16:00:00,4,0,153,374,745,1276,47998
2022-04-15 16:00:00,2022-04-15 17:00:00,4,0,76,581,803,1464,50493
2022-04-15 17:00:00,2022-04-15 18:00:00,4,0,21,1151,883,2059,52258
2022-04-15 18:00:00,2022-04-15 19:00:00,4,0,5,1626,1108,2743,52519
2022-04-15 19:00:00,2022-04-15 20:00:00,4,0,4,1937,1264,3209,50469
2022-04-15 20:00:00,2022-04-15 21:00:00,4,0,4,2068,1234,3310,47889
2022-04-15 21:00:00,2022-04-15 22:00:00,4,0,4,2372,1221,3601,45340
2022-04-15 22:00:00,2022-04-15 23:00:00,4,0,4,1945,1100,3053,43171
2022-04-15 23:00:00,2022-04-16 00:00:00,5,0,4,1760,1090,2859,41309
2022-04-16 00:00:00,2022-04-16 01:00:00,6,0,4,1296,1061,2367,40322
2022-04-16 01:00:00,2022-04-16 02:00:00,4,0,4,1024,1003,2035,39887
2022-04-16 02:00:00,2022-04-16 03:00:00,4,0,4,911,1303,2222,39577
2022-04-16 03:00:00,2022-04-16 04:00:00,4,0,4,1068,1611,2687,39766
2022-04-16 04:00:00,2022-04-16 05:00:00,4,0,11,1924,2087,4026,40733
2022-04-16 05:00:00,2022-04-16 06:00:00,4,0,133,2280,2635,5052,40798
2022-04-16 06:00:00,2022-04-16 07:00:00,4,0,465,2873,2616,5958,39728
2022-04-16 07:00:00,2022-04-16 08:00:00,4,0,857,2435,1935,5231,37047
2022-04-16 08:00:00,2022-04-16 09:00:00,4,0,1152,2023,1434,4613,32742
2022-04-16 09:00:00,2022-04-16 10:00:00,4,0,1306,1492,1445,4247,29673
2022-04-16 10:00:00,2022-04-16 11:00:00,4,0,1357,1246,1480,4087,27522
2022-04-16 11:00:00,2022-04-16 12:00:00,4,0,1374,1007,1520,3905,25681
2022-04-16 12:00:00,2022-04-16 13:00:00,4,0,1362,1035,1463,3864,25223
2022-04-16 13:00:00,2022-04-16 14:00:00,4,0,1264,1503,1608,4379,26762
2022-04-16 14:00:00,2022-04-16 15:00:00,4,0,1103,1907,1930,4944,30617
2022-04-16 15:00:00,2022-04-16 16:00:00,4,0,754,2272,1978,5008,36999
2022-04-16 16:00:00,2022-04-16 17:00:00,4,0,378,2481,1754,4617,41581
2022-04-16 17:00:00,2022-04-16 18:00:00,4,0,98,2504,1766,4372,45550
2022-04-16 18:00:00,2022-04-16 19:00:00,4,0,5,2511,2292,4812,47954
2022-04-16 19:00:00,2022-04-16 20:00:00,4,0,4,3646,3172,6826,47180
2022-04-16 20:00:00,2022-04-16 21:00:00,4,0,4,5468,3853,9329,45207
2022-04-16 21:00:00,2022-04-16 22:00:00,4,0,4,5495,4458,9961,42864
2022-04-16 22:00:00,2022-04-16 23:00:00,4,0,4,4738,4426,9172,40801
2022-04-16 23:00:00,2022-04-17 00:00:00,4,0,4,3281,3795,7084,39371
2022-04-17 00:00:00,2022-04-17 01:00:00,4,0,4,2145,3274,5427,38215
2022-04-17 01:00:00,2022-04-17 02:00:00,4,0,4,1760,3055,4823,37990
2022-04-17 02:00:00,2022-04-17 03:00:00,4,0,4,1515,2832,4355,37775
2022-04-17 03:00:00,2022-04-17 04:00:00,4,0,4,1616,2514,4138,37928
2022-04-17 04:00:00,2022-04-17 05:00:00,4,0,21,1593,2557,4175,37749
2022-04-17 05:00:00,2022-04-17 06:00:00,4,0,176,1688,2234,4102,36571
2022-04-17 06:00:00,2022-04-17 07:00:00,4,0,519,1486,1642,3651,34570
2022-04-17 07:00:00,2022-04-17 08:00:00,4,0,882,1263,1180,3329,31825
2022-04-17 08:00:00,2022-04-17 09:00:00,4,0,1156,833,867,2860,28350
2022-04-17 09:00:00,2022-04-17 10:00:00,4,0,1300,488,713,2505,25221
2022-04-17 10:00:00,2022-04-17 11:00:00,4,0,1283,487,725,2499,22909
2022-04-17 11:00:00,2022-04-17 12:00:00,4,0,1146,299,864,2313,21592
2022-04-17 12:00:00,2022-04-17 13:00:00,4,0,1350,557,1119,3030,21697
2022-04-17 13:00:00,2022-04-17 14:00:00,4,0,1233,754,1403,3394,23540
2022-04-17 14:00:00,2022-04-17 15:00:00,4,0,1049,1185,1353,3591,27652
2022-04-17 15:00:00,2022-04-17 16:00:00,4,0,767,1780,1490,4041,34561
2022-04-17 16:00:00,2022-04-17 17:00:00,4,0,404,2081,1646,4135,39812
2022-04-17 17:00:00,2022-04-17 18:00:00,4,0,98,2298,1855,4255,43776
2022-04-17 18:00:00,2022-04-17 19:00:00,4,0,5,2652,2647,5308,46554
2022-04-17 19:00:00,2022-04-17 20:00:00,4,0,4,3559,3377,6944,46034
2022-04-17 20:00:00,2022-04-17 21:00:00,4,0,4,5153,4332,9493,44089
2022-04-17 21:00:00,2022-04-17 22:00:00,4,0,4,6727,4907,11642,41862
2022-04-17 22:00:00,2022-04-17 23:00:00,4,0,4,6827,4669,11504,40392
2022-04-17 23:00:00,2022-04-18 00:00:00,4,0,4,5189,4363,9560,38777
2022-04-18 00:00:00,2022-04-18 01:00:00,4,0,4,3817,4030,7855,37813
2022-04-18 01:00:00,2022-04-18 02:00:00,4,0,4,3424,3929,7361,37421
2022-04-18 02:00:00,2022-04-18 03:00:00,4,0,4,4013,3811,7832,37586
2022-04-18 03:00:00,2022-04-18 04:00:00,4,0,4,4388,3415,7811,38401
2022-04-18 04:00:00,2022-04-18 05:00:00,4,0,20,3636,3016,6676,38664
2022-04-18 05:00:00,2022-04-18 06:00:00,4,0,179,3028,2892,6103,37157
2022-04-18 06:00:00,2022-04-18 07:00:00,4,0,523,2755,2091,5373,35511
2022-04-18 07:00:00,2022-04-18 08:00:00,4,0,817,2279,1330,4430,33151
2022-04-18 08:00:00,2022-04-18 09:00:00,4,0,978,1996,1024,4002,30149
2022-04-18 09:00:00,2022-04-18 10:00:00,4,0,1287,1582,863,3736,27545
2022-04-18 10:00:00,2022-04-18 11:00:00,4,0,1347,1166,747,3264,25584
2022-04-18 11:00:00,2022-04-18 12:00:00,4,0,1361,958,630,2953,24081
2022-04-18 12:00:00,2022-04-18 13:00:00,4,0,1292,622,510,2428,24338
2022-04-18 13:00:00,2022-04-18 14:00:00,4,0,1265,497,433,2199,26118
2022-04-18 14:00:00,2022-04-18 15:00:00,4,0,1056,498,422,1980,30541
2022-04-18 15:00:00,2022-04-18 16:00:00,4,0,721,581,359,1665,37780
2022-04-18 16:00:00,2022-04-18 17:00:00,4,0,363,533,367,1267,42932
2022-04-18 17:00:00,2022-04-18 18:00:00,4,0,96,459,441,1000,46986
2022-04-18 18:00:00,2022-04-18 19:00:00,4,0,4,478,584,1070,48805
2022-04-18 19:00:00,2022-04-18 20:00:00,4,0,4,582,729,1319,47745
2022-04-18 20:00:00,2022-04-18 21:00:00,4,0,4,682,752,1442,45349
2022-04-18 21:00:00,2022-04-18 22:00:00,4,0,4,807,725,1540,42795
2022-04-18 22:00:00,2022-04-18 23:00:00,4,0,4,764,743,1515,40864
2022-04-18 23:00:00,2022-04-19 00:00:00,4,0,4,696,1214,1918,39564
2022-04-19 00:00:00,2022-04-19 01:00:00,4,0,4,740,1479,2227,39033
2022-04-19 01:00:00,2022-04-19 02:00:00,4,0,4,565,1430,2003,38820
2022-04-19 02:00:00,2022-04-19 03:00:00,4,0,4,505,980,1493,39154
2022-04-19 03:00:00,2022-04-19 04:00:00,4,0,4,981,786,1775,41272
2022-04-19 04:00:00,2022-04-19 05:00:00,4,0,23,1196,818,2041,45246
2022-04-19 05:00:00,2022-04-19 06:00:00,4,0,188,1352,926,2470,47571
2022-04-19 06:00:00,2022-04-19 07:00:00,4,0,516,1825,705,3050,46296
2022-04-19 07:00:00,2022-04-19 08:00:00,4,0,860,1981,535,3380,43219
2022-04-19 08:00:00,2022-04-19 09:00:00,4,0,1145,1965,741,3855,38927
2022-04-19 09:00:00,2022-04-19 10:00:00,4,0,1284,1829,1044,4161,35505
2022-04-19 10:00:00,2022-04-19 11:00:00,4,0,1358,753,1112,3227,33360
2022-04-19 11:00:00,2022-04-19 12:00:00,4,0,1358,480,1291,3133,32500
2022-04-19 12:00:00,2022-04-19 13:00:00,4,0,1347,586,1693,3630,32902
2022-04-19 13:00:00,2022-04-19 14:00:00,6,0,1277,1023,2086,4392,35508
2022-04-19 14:00:00,2022-04-19 15:00:00,8,0,1059,1903,2753,5723,39657
2022-04-19 15:00:00,2022-04-19 16:00:00,8,0,721,3102,3351,7182,45658
2022-04-19 16:00:00,2022-04-19 17:00:00,8,0,379,4290,3591,8268,48520
2022-04-19 17:00:00,2022-04-19 18:00:00,8,0,101,5450,3753,9312,51392
2022-04-19 18:00:00,2022-04-19 19:00:00,8,0,5,6692,4768,11473,52671
2022-04-19 19:00:00,2022-04-19 20:00:00,8,0,4,7351,5448,12811,51325
2022-04-19 20:00:00,2022-04-19 21:00:00,8,0,4,7816,5187,13015,48160
2022-04-19 21:00:00,2022-04-19 22:00:00,8,0,4,7813,4552,12377,45318
2022-04-19 22:00:00,2022-04-19 23:00:00,8,0,4,6890,4395,11297,42692
2022-04-19 23:00:00,2022-04-20 00:00:00,8,0,4,5778,4411,10201,40937
2022-04-20 00:00:00,2022-04-20 01:00:00,8,0,4,5182,4189,9383,40017
2022-04-20 01:00:00,2022-04-20 02:00:00,8,0,4,4912,3910,8834,39818
2022-04-20 02:00:00,2022-04-20 03:00:00,8,0,4,4519,3630,8161,40168
2022-04-20 03:00:00,2022-04-20 04:00:00,8,0,4,4001,3668,7681,42015
2022-04-20 04:00:00,2022-04-20 05:00:00,8,0,24,3806,3680,7518,45603
2022-04-20 05:00:00,2022-04-20 06:00:00,8,0,189,3734,2747,6678,47988
2022-04-20 06:00:00,2022-04-20 07:00:00,8,0,518,2933,1705,5164,46274
2022-04-20 07:00:00,2022-04-20 08:00:00,8,0,866,2436,1162,4472,42158
2022-04-20 08:00:00,2022-04-20 09:00:00,8,0,1148,2827,1409,5392,38008
2022-04-20 09:00:00,2022-04-20 10:00:00,8,0,1298,2353,1722,5381,34725
2022-04-20 10:00:00,2022-04-20 11:00:00,8,0,1343,2406,2000,5757,32434
2022-04-20 11:00:00,2022-04-20 12:00:00,8,0,1373,3485,1885,6751,31802
2022-04-20 12:00:00,2022-04-20 13:00:00,8,0,1366,4602,2160,8136,32353
2022-04-20 13:00:00,2022-04-20 14:00:00,8,0,1284,4977,2672,8941,34286
2022-04-20 14:00:00,2022-04-20 15:00:00,8,0,1072,5372,3540,9992,38287
2022-04-20 15:00:00,2022-04-20 16:00:00,8,0,749,5765,4004,10526,44376
2022-04-20 16:00:00,2022-04-20 17:00:00,8,0,383,5926,3863,10180,47567
2022-04-20 17:00:00,2022-04-20 18:00:00,8,0,82,6210,3677,9977,51191
2022-04-20 18:00:00,2022-04-20 19:00:00,8,0,5,6165,3926,10104,53138
2022-04-20 19:00:00,2022-04-20 20:00:00,8,0,2,6263,3965,10238,51939
2022-04-20 20:00:00,2022-04-20 21:00:00,8,0,4,6501,4054,10567,48913
2022-04-20 21:00:00,2022-04-20 22:00:00,8,0,4,5551,4359,9922,45740
2022-04-20 22:00:00,2022-04-20 23:00:00,10,0,4,4939,4066,9019,43103
2022-04-20 23:00:00,2022-04-21 00:00:00,6,0,4,4499,4057,8566,41484
2022-04-21 00:00:00,2022-04-21 01:00:00,4,0,4,3545,3788,7341,40493
2022-04-21 01:00:00,2022-04-21 02:00:00,7,0,4,3340,3501,6852,40024
2022-04-21 02:00:00,2022-04-21 03:00:00,8,0,4,3451,2651,6114,40471
2022-04-21 03:00:00,2022-04-21 04:00:00,8,0,4,3189,2646,5847,42379
2022-04-21 04:00:00,2022-04-21 05:00:00,8,0,26,2734,2723,5491,45530
2022-04-21 05:00:00,2022-04-21 06:00:00,8,0,189,3096,2134,5427,48158
2022-04-21 06:00:00,2022-04-21 07:00:00,8,0,459,3067,1568,5102,46269
2022-04-21 07:00:00,2022-04-21 08:00:00,8,0,813,2407,1320,4548,42049
2022-04-21 08:00:00,2022-04-21 09:00:00,8,0,1085,2027,2091,5211,37763
2022-04-21 09:00:00,2022-04-21 10:00:00,8,0,1248,2041,3023,6320,34638
2022-04-21 10:00:00,2022-04-21 11:00:00,8,0,1210,2765,3705,7688,32457
2022-04-21 11:00:00,2022-04-21 12:00:00,8,0,1221,3614,3887,8730,32360
2022-04-21 12:00:00,2022-04-21 13:00:00,8,0,1042,4321,3785,9156,33319
2022-04-21 13:00:00,2022-04-21 14:00:00,8,0,1111,5211,3875,10205,35231
2022-04-21 14:00:00,2022-04-21 15:00:00,8,0,884,6525,4278,11695,39597
2022-04-21 15:00:00,2022-04-21 16:00:00,8,0,481,7270,4661,12420,46098
2022-04-21 16:00:00,2022-04-21 17:00:00,8,0,212,7342,4391,11953,49787
2022-04-21 17:00:00,2022-04-21 18:00:00,8,0,57,7739,4273,12077,52567
2022-04-21 18:00:00,2022-04-21 19:00:00,8,0,5,8336,4646,12995,53702
2022-04-21 19:00:00,2022-04-21 20:00:00,8,0,4,8165,4776,12953,52045
2022-04-21 20:00:00,2022-04-21 21:00:00,8,0,4,8137,4827,12976,48912
2022-04-21 21:00:00,2022-04-21 22:00:00,8,0,4,8306,4842,13160,46066
2022-04-21 22:00:00,2022-04-21 23:00:00,8,0,4,8281,4558,12851,43581
2022-04-21 23:00:00,2022-04-22 00:00:00,8,0,4,8234,4599,12845,41866
2022-04-22 00:00:00,2022-04-22 01:00:00,8,0,4,7547,4678,12237,40635
2022-04-22 01:00:00,2022-04-22 02:00:00,8,0,4,7215,5122,12349,40293
2022-04-22 02:00:00,2022-04-22 03:00:00,8,0,4,7742,5049,12803,40513
2022-04-22 03:00:00,2022-04-22 04:00:00,10,0,4,7313,4987,12314,42259
2022-04-22 04:00:00,2022-04-22 05:00:00,12,0,32,7033,4675,11752,45533
2022-04-22 05:00:00,2022-04-22 06:00:00,12,0,190,6675,4458,11335,47820
2022-04-22 06:00:00,2022-04-22 07:00:00,13,0,524,6682,4086,11305,46676
2022-04-22 07:00:00,2022-04-22 08:00:00,16,0,871,6419,3648,10954,44384
2022-04-22 08:00:00,2022-04-22 09:00:00,16,0,1141,6414,4012,11583,40909
2022-04-22 09:00:00,2022-04-22 10:00:00,16,0,1238,6589,4594,12437,38535
2022-04-22 10:00:00,2022-04-22 11:00:00,16,0,1339,7063,5083,13501,38553
2022-04-22 11:00:00,2022-04-22 12:00:00,16,0,1310,7389,4819,13534,38939
2022-04-22 12:00:00,2022-04-22 13:00:00,16,0,1017,8264,5170,14467,39399
2022-04-22 13:00:00,2022-04-22 14:00:00,14,0,876,8819,5664,15373,41857
2022-04-22 14:00:00,2022-04-22 15:00:00,12,0,685,8921,5950,15568,45847
2022-04-22 15:00:00,2022-04-22 16:00:00,15,0,532,8995,5729,15271,48961
2022-04-22 16:00:00,2022-04-22 17:00:00,16,0,305,8874,5824,15019,49404
2022-04-22 17:00:00,2022-04-22 18:00:00,13,0,94,8008,5358,13473,50749
2022-04-22 18:00:00,2022-04-22 19:00:00,12,0,8,5950,4725,10695,51360
2022-04-22 19:00:00,2022-04-22 20:00:00,12,0,4,5157,5338,10511,49983
2022-04-22 20:00:00,2022-04-22 21:00:00,12,0,4,6626,5523,12165,47407
2022-04-22 21:00:00,2022-04-22 22:00:00,12,0,4,8355,5854,14225,45290
2022-04-22 22:00:00,2022-04-22 23:00:00,12,0,4,8808,5776,14600,42793
2022-04-22 23:00:00,2022-04-23 00:00:00,12,0,4,8907,6166,15089,40662
2022-04-23 00:00:00,2022-04-23 01:00:00,12,0,4,8936,6081,15033,39608
2022-04-23 01:00:00,2022-04-23 02:00:00,12,0,4,8837,5744,14597,38994
2022-04-23 02:00:00,2022-04-23 03:00:00,5,0,4,8636,6106,14751,38856
2022-04-23 03:00:00,2022-04-23 04:00:00,31,0,4,8659,6470,15164,39534
2022-04-23 04:00:00,2022-04-23 05:00:00,38,0,33,8375,6171,14617,39874
2022-04-23 05:00:00,2022-04-23 06:00:00,36,0,191,8374,5997,14598,39468
2022-04-23 06:00:00,2022-04-23 07:00:00,36,0,505,7945,6058,14544,38363
2022-04-23 07:00:00,2022-04-23 08:00:00,34,0,823,5919,6272,13048,35927
2022-04-23 08:00:00,2022-04-23 09:00:00,32,0,1030,3562,5819,10443,33243
2022-04-23 09:00:00,2022-04-23 10:00:00,32,0,1034,3302,5592,9960,31747
2022-04-23 10:00:00,2022-04-23 11:00:00,32,0,1090,2511,4760,8393,29636
2022-04-23 11:00:00,2022-04-23 12:00:00,31,0,1092,2593,4835,8551,28697
2022-04-23 12:00:00,2022-04-23 13:00:00,31,0,1088,2980,5006,9105,28974
2022-04-23 13:00:00,2022-04-23 14:00:00,30,0,1124,3879,5405,10438,30572
2022-04-23 14:00:00,2022-04-23 15:00:00,29,0,964,5623,5903,12519,33992
2022-04-23 15:00:00,2022-04-23 16:00:00,28,0,737,8217,6842,15824,39075
2022-04-23 16:00:00,2022-04-23 17:00:00,28,0,408,8254,6532,15222,42561
2022-04-23 17:00:00,2022-04-23 18:00:00,28,0,124,8566,5695,14413,45256
2022-04-23 18:00:00,2022-04-23 19:00:00,28,0,11,8748,6062,14849,47116
2022-04-23 19:00:00,2022-04-23 20:00:00,28,0,4,8704,6521,15257,46712
2022-04-23 20:00:00,2022-04-23 21:00:00,28,0,4,8845,6528,15405,44776
2022-04-23 21:00:00,2022-04-23 22:00:00,28,0,4,8832,6682,15546,42430
2022-04-23 22:00:00,2022-04-23 23:00:00,28,0,4,8696,6626,15354,40443
2022-04-23 23:00:00,2022-04-24 00:00:00,28,0,4,8277,6457,14766,39097
2022-04-24 00:00:00,2022-04-24 01:00:00,28,0,4,8102,6211,14345,38128
2022-04-24 01:00:00,2022-04-24 02:00:00,28,0,4,8194,6365,14591,37779
2022-04-24 02:00:00,2022-04-24 03:00:00,28,0,4,8534,6176,14742,37389
2022-04-24 03:00:00,2022-04-24 04:00:00,28,0,4,8457,6317,14806,37696
2022-04-24 04:00:00,2022-04-24 05:00:00,28,0,34,8309,6216,14587,37208
2022-04-24 05:00:00,2022-04-24 06:00:00,28,0,186,7818,5701,13733,35874
2022-04-24 06:00:00,2022-04-24 07:00:00,28,0,438,7287,5025,12778,34130
2022-04-24 07:00:00,2022-04-24 08:00:00,28,0,726,6973,4383,12110,31792
2022-04-24 08:00:00,2022-04-24 09:00:00,28,0,934,5206,3624,9792,28673
2022-04-24 09:00:00,2022-04-24 10:00:00,28,0,1061,3075,3735,7899,26401
2022-04-24 10:00:00,2022-04-24 11:00:00,28,0,1036,1665,3861,6590,25042
2022-04-24 11:00:00,2022-04-24 12:00:00,28,0,976,2005,4080,7089,24923
2022-04-24 12:00:00,2022-04-24 13:00:00,28,0,935,3081,4653,8697,26533
2022-04-24 13:00:00,2022-04-24 14:00:00,28,0,846,4058,5049,9981,28466
2022-04-24 14:00:00,2022-04-24 15:00:00,28,0,841,7050,6034,13953,31938
2022-04-24 15:00:00,2022-04-24 16:00:00,28,0,742,7766,6228,14764,38209
2022-04-24 16:00:00,2022-04-24 17:00:00,28,0,394,8619,6304,15345,41957
2022-04-24 17:00:00,2022-04-24 18:00:00,28,0,131,8606,6153,14918,45118
2022-04-24 18:00:00,2022-04-24 19:00:00,28,0,11,8269,5826,14134,47276
2022-04-24 19:00:00,2022-04-24 20:00:00,28,0,4,7971,5564,13567,47134
2022-04-24 20:00:00,2022-04-24 21:00:00,28,0,4,8038,4653,12723,45306
2022-04-24 21:00:00,2022-04-24 22:00:00,28,0,4,7547,4139,11718,42615
2022-04-24 22:00:00,2022-04-24 23:00:00,28,0,4,6891,3741,10664,40622
2022-04-24 23:00:00,2022-04-25 00:00:00,28,0,4,6255,3397,9684,39226
2022-04-25 00:00:00,2022-04-25 01:00:00,28,0,4,4814,3485,8331,38585
2022-04-25 01:00:00,2022-04-25 02:00:00,28,0,4,4897,3084,8013,38510
2022-04-25 02:00:00,2022-04-25 03:00:00,28,0,4,4697,2553,7282,38892
2022-04-25 03:00:00,2022-04-25 04:00:00,28,0,4,4306,2508,6846,40774
2022-04-25 04:00:00,2022-04-25 05:00:00,28,0,8,4723,2384,7143,44922
2022-04-25 05:00:00,2022-04-25 06:00:00,28,0,73,4644,2121,6866,49593
2022-04-25 06:00:00,2022-04-25 07:00:00,28,0,84,4473,1958,6543,52513
2022-04-25 07:00:00,2022-04-25 08:00:00,28,0,146,4974,2092,7240,53150
2022-04-25 08:00:00,2022-04-25 09:00:00,28,0,265,4794,2192,7279,52826
2022-04-25 09:00:00,2022-04-25 10:00:00,37,0,434,3238,1915,5624,51937
2022-04-25 10:00:00,2022-04-25 11:00:00,57,0,459,3030,1883,5429,51265
2022-04-25 11:00:00,2022-04-25 12:00:00,61,0,604,3112,2303,6080,50744
2022-04-25 12:00:00,2022-04-25 13:00:00,61,0,491,3248,2245,6045,49774
2022-04-25 13:00:00,2022-04-25 14:00:00,60,0,265,2945,1974,5244,49294
2022-04-25 14:00:00,2022-04-25 15:00:00,60,0,197,3385,2242,5884,50250
2022-04-25 15:00:00,2022-04-25 16:00:00,60,0,225,3826,2418,6529,52596
2022-04-25 16:00:00,2022-04-25 17:00:00,60,0,167,4739,2808,7774,52403
2022-04-25 17:00:00,2022-04-25 18:00:00,62,0,99,4529,2835,7525,52936
2022-04-25 18:00:00,2022-04-25 19:00:00,62,0,12,4794,2942,7810,53454
2022-04-25 19:00:00,2022-04-25 20:00:00,64,0,4,5578,3490,9136,51754
2022-04-25 20:00:00,2022-04-25 21:00:00,64,0,4,6223,3926,10217,48729
2022-04-25 21:00:00,2022-04-25 22:00:00,64,0,4,7039,3855,10962,45901
2022-04-25 22:00:00,2022-04-25 23:00:00,60,0,4,6942,3719,10725,43287
2022-04-25 23:00:00,2022-04-26 00:00:00,56,0,4,7135,3940,11135,41406
2022-04-26 00:00:00,2022-04-26 01:00:00,56,0,4,6450,3913,10423,40603
2022-04-26 01:00:00,2022-04-26 02:00:00,56,0,4,5836,3852,9748,40331
2022-04-26 02:00:00,2022-04-26 03:00:00,56,0,4,5699,3676,9435,40596
2022-04-26 03:00:00,2022-04-26 04:00:00,55,0,4,5680,3388,9127,42416
2022-04-26 04:00:00,2022-04-26 05:00:00,52,0,26,6085,3324,9487,46206
2022-04-26 05:00:00,2022-04-26 06:00:00,52,0,137,5068,3662,8919,49328
2022-04-26 06:00:00,2022-04-26 07:00:00,52,0,331,4624,3464,8471,49365
2022-04-26 07:00:00,2022-04-26 08:00:00,52,0,583,3859,3292,7786,45927
2022-04-26 08:00:00,2022-04-26 09:00:00,52,0,777,2763,3205,6797,41152
2022-04-26 09:00:00,2022-04-26 10:00:00,52,0,995,2299,3004,6350,37978
2022-04-26 10:00:00,2022-04-26 11:00:00,52,0,1051,1627,2678,5408,36327
2022-04-26 11:00:00,2022-04-26 12:00:00,53,0,1007,1287,2480,4827,35467
2022-04-26 12:00:00,2022-04-26 13:00:00,53,0,1052,1535,2885,5525,35085
2022-04-26 13:00:00,2022-04-26 14:00:00,52,0,1098,1418,2820,5388,36443
2022-04-26 14:00:00,2022-04-26 15:00:00,55,0,1029,1429,2659,5172,39579
2022-04-26 15:00:00,2022-04-26 16:00:00,59,0,672,1603,2289,4623,43870
2022-04-26 16:00:00,2022-04-26 17:00:00,60,0,429,1672,2179,4340,46453
2022-04-26 17:00:00,2022-04-26 18:00:00,60,0,134,1899,1946,4039,49584
2022-04-26 18:00:00,2022-04-26 19:00:00,60,0,15,1622,1749,3446,51679
2022-04-26 19:00:00,2022-04-26 20:00:00,60,0,4,1332,1252,2648,51151
2022-04-26 20:00:00,2022-04-26 21:00:00,60,0,4,1194,842,2100,48408
2022-04-26 21:00:00,2022-04-26 22:00:00,58,0,4,1249,856,2167,45922
2022-04-26 22:00:00,2022-04-26 23:00:00,56,0,4,1176,751,1987,43495
2022-04-26 23:00:00,2022-04-27 00:00:00,60,0,4,1001,583,1648,41827
2022-04-27 00:00:00,2022-04-27 01:00:00,64,0,4,1144,511,1723,40891
2022-04-27 01:00:00,2022-04-27 02:00:00,64,0,4,1159,463,1690,40473
2022-04-27 02:00:00,2022-04-27 03:00:00,64,0,4,822,483,1373,40396
2022-04-27 03:00:00,2022-04-27 04:00:00,64,0,4,796,397,1261,40801
2022-04-27 04:00:00,2022-04-27 05:00:00,64,0,23,501,376,964,40675
